sentence_number,sentence_text
1109,"But he added that "" all indications are they ( the tariffs ) will take effect ."""
1110,"SHOWBOAT & lt ; SBO > TO TAKE CHARGE , SEES 3RD QTR LOSS Showboat Inc will take a charge of 19 to 20 mln dlrs pretax against results for the third quarter ended March 31 , director and assistant to the president J . Kell Houssels III told Reuters ."
1111,"He said the charge results from pre - operating expenses of its recently - opened Atlantic City , N . J ., Showboat Hotel , Casino and Bowling Center and will cause a loss for the third quarter and probably for all of fiscal 1987 as well ."
1112,But Houssels said Showboat ' s earnings for fiscal 1988 should show a sharp increase from fiscal 1986 levels due to the contribution of the new Atlantic City facility .
1113,"Showboat earned 1 , 753 , 000 dlrs in last year ' s third quarter ."
1114,"For all of fiscal 1986 it earned 5 , 769 , 000 dlrs ."
1115,"Houssels said Showboat since the opening of the Atlantic City hotel / casino , Showboat has had to start charging interest expenses connected with debt it sold to finance the facility directly against income rather than capitalizing the interest as it had been able to do previously ."
1116,Showboat opened the hotel during its third quarter and gaming began last Thursday on a regular basis after test gaming was completed earlier in the week .
1117,"SECURITY PACIFIC & lt ; SPC > LOANS PUT ON NON - ACCRUAL Security Pacific Corp said it is placing medium and long - term loans to Brazil and Ecuador on a non - accrual basis as of March 31 , a move that will reduce first quarter earnings by 7 . 2 mln dlrs , or nine cts per share , after taxes ."
1118,"Despite the anticipated reduction to quarterly earnings , Security Pacific said it still expects to report first quarter earnings higher than the 88 mln dlrs , or 1 . 11 dlrs per share reported for the first quarter of 1986 ."
1119,The bank holding company said the action affects 401 mln dlrs of loans to Brazil and 73 mln of loans to Ecuador .
1120,Brazil suspended interest payments on its 68 billion dlrs of medium - and long - term debt on February 20 .
1121,"Ecuador , which has foreign debt of roughly eight billion dlrs , has not paid any interest to foreign banks since February ."
1122,"In March Ecuador said it would suspend interest payments for the rest of the year because of an earthquake which halted the export of oil , which accounts for about 75 pct the country ' s export revenues ."
1123,"In its announcement , Security Pacific said it will record interest income only as it is received in cash ."
1124,The company also said it believes that Brazil will reach an agreement with its banks and that interest payments will resume later in 1987 .
1125,The Brazilian negotiations resume on Friday in New York when Central Bank Governor Francisco Gros is expected to ask banks for a 90 - day roll - over of some 9 . 5 billion dlrs of term debt that matures on April 15 .
1126,IRAQI TROOPS REPORTED PUSHING BACK IRANIANS Iraq said today its troops were pushing Iranian forces out of positions they had initially occupied when they launched a new offensive near the southern port of Basra early yesterday .
1127,A High Command communique said Iraqi troops had won a significant victory and were continuing to advance .
1128,"Iraq said it had foiled a three - pronged thrust some 10 km ( six miles ) from Basra , but admitted the Iranians had occupied ground held by the Mohammed al - Qassem unit , one of three divisions attacked ."
1129,"The communique said Iranian Revolutionary Guards were under assault from warplanes , helicopter gunships , heavy artillery and tanks ."
1130,""" Our forces are continuing their advance until they purge the last foothold "" occupied by the Iranians , it said ."
1131,"( Iran said its troops had killed or wounded more than 4 , 000 Iraqis and were stabilising their new positions .)"
1132,The Baghdad communique said Iraqi planes also destroyed oil installations at Iran ' s southwestern Ahvaz field during a raid today .
1133,It denied an Iranian report that an Iraqi jet was shot down .
1134,Iraq also reported a naval battle at the northern tip of the Gulf .
1135,"Iraqi naval units and forces defending an offshore terminal sank six Iranian out of 28 Iranian boats attempting to attack an offshore terminal , the communique said ."
1136,"GOLDEN ENTERPRISES INC & lt ; GLDC > 3RD QTR FEB 28 NET Shr 15 cts vs nine cts Qtly div six cts vs six cts in prior qtr Net 2 , 002 , 261 vs 1 , 168 , 638 Revs 29 . 2 mln vs 29 . 3 mln Avg shrs 13 . 1 mln vs 13 . 0 mln Nine mths Shr 49 cts vs 36 cts Net 6 , 404 , 536 vs 4 , 623 , 295 Revs 92 . 2 mln vs 88 . 2 mln Avg shrs 13 . 1 mln vs 13 . 0 mln NOTE : Dividend is payable April 30 to holders of record April 20"
1137,GROUP OF FIVE MEETING ENDS A meeting of finance ministers and central bankers of the Group of Five ended after nearly three and a half hours .
1138,West German Finance Minister Gerhard Stoltenberg and British Chancellor of the Exchequer Nigel Lawson declined to comment on the meeting as they emerged from the U . S . Treasury .
1139,A European monetary official said the ministers of the Group of Seven countries would gather at about three p . m . local ( 1900 GMT ) at the Treasury .
1140,"USDA TO PROPOSE FOREIGN MEAT INSPECTION RULE The U . S . Agriculture Department is preparing a proposal that would require all foreign meat products to be inspected at their point of arrival in the United States , a USDA official said ."
1141,"Donald Houston , administrator of USDA ' s Food Safety and Inspection Service , FSIS , told a House Agriculture subcommittee USDA was developing a proposed change in regulations that would put an end to the current practice of permitting foreign meat products to be unloaded at one port and inspected at another port ."
1142,"Houston said the requirement would be phased in over several years to "" avoid disruptions and economic hardship ."""
1143,UNION TEXAS OIL RESERVES DROPPED IN 1986 Union Texas Petroleum said its worldwide proved reserves fell to 511 mln barrels of oil equivalent at the end of 1986 from 555 mln barrels reported in 1985 .
1144,"In its newly released annual report , Union Texas said it replaced about 71 pct of its production of 56 mln barrels of oil equivalent last year after taking into account the sale of 27 mln barrels of U . S . reserves ."
1145,"Union Texas , the nation ' s largest independent oil and gas producer based on revenues , is a privately - held company owned by Kohlberg Kravis Roberts and Co and Allied - Signal Inc & lt ; ALD >."
1146,"The Houston - based company said it lost 57 . 5 mln dlrs on 1 . 26 billion dlrs in sales last year , compared to profits of 165 mln dlrs on 2 . 04 billion dlrs in sales in 1985 ."
1147,Union Texas said it received an average of 13 . 35 dlrs per barrel for its international oil production and 2 . 99 dlrs per mcf for its foreign natural gas sales .
1148,"The majority of the company ' s total energy production is in the United Kingdom , Indonesia and Pakistan ."
1149,"In the United States , Union Texas said it completed evaluation work on its oil find in Alaska ' s Colville Delta area ."
1150,""" Although significant oil reserves were confirmed , development of this discovery will not be economical without substantially higher prices ,"" the company said ."
1151,Union Texas said it planned to spend about 42 mln dlrs over the next two years to develop its Eugene Island Block 371 in the Gulf of Mexico .
1152,"In 1987 , the company said it budgeted 178 mln dlrs for capital spending , less than half of the amount spent in 1985 and down from 199 mln dlrs budgeted last year ."
1153,Union Texas also said it would seek acquisitions of oil and gas properties as well as petrochemical - related businesses .
1154,"UAL & lt ; UAL > MAY RESPOND TO PILOTS TODAY UAL Inc may have a response this afternoon to the pilots union proposal to buy its United Airlines unit , a UAL spokesman said ."
1155,""" Obviously , we have a lot of movement in our stock , and we need to get a clarification out ,"" the spokesman said , adding that there was a "" 50 - 50 "" chance a statement would be released today ."
1156,"The pilots earlier this week offered to buy the airline for 2 . 3 billion dlrs , and assume 2 . 2 billion dlrs of existing debt ."
1157,Takeover speculation has driven UAL ' s stock for several weeks .
1158,"UAL last month said New York Real estate developer Donald Trump held a position in its stock , and that he also held discussions with its chairman ."
1159,"The developer indicated in those talks that he took the position as an investment , but he revealed no other plans ."
1160,"Today , rumors circulated that Coniston Partners were buying UAL stock ."
1161,UAL jumped five to 70 - 3 / 4 on volume of more than 3 . 2 mln shares .
1162,""" United has got to consider this proposal ."
1163,I think the pilot ' s proposal is realistic .
1164,"I don ' t exptect them to take it , but it could put some interesting options in front of UAL management ,"" said Timothy Pettee , Bear Stearns and co analyst ."
1165,Analysts have said UAL made itself vulnerable to attack when it diversified away from its core airline .
1166,"It added Hertz rental cars , Westin and Hilton International hotels in a strategy to become a travel service company ."
1167,The strategy left its stock in a slump and its pilots union concerned that the company was not focussing enough attention on its airline .
1168,UAL has stood firm on its strategy .
1169,"It is emphasizing its new focus by changing its name to Allegis , as of May one ."
1170,"But takeover speculation has escalated , and Wall Street has been busy calculating break up values well in excess of 100 dlrs per share ."
1171,"Traders today described the buying in UAL as widespread , indicative to them that big institutions believe the stock is in play ."
1172,"Market sources have said that although Trump attracted attention to the stock , the pilots proposal acted as a catalyst , kicking off a new round of speculation and perhaps throwing the company into the hands of another buyer ."
1173,""" The first domino is you have an investor with a considerable stake ."
1174,the second domino is the union .
1175,"That type of attitude has been a precursor to airline deals in the past ,"" said Pettee ."
1176,""" What ' s interesting is the values are there ."
1177,"There ' s something for everybody ,"" he said ."
1178,"HARTMARX & lt ; HMX > TARGETS EARNINGS GROWTH Hartmarx Corp , following a year of restructuring , continues to target record earnings for fiscal 1987 , Chairman John Meinert told the annual meeting ."
1179,Meinert reiterated an earlier comment that earnings for the remainder of the year must double the 1986 level to meet that goal .
1180,"In fiscal 1986 , ended November 30 , 1986 , Hartmarx reported earnings of 24 . 8 mln dlrs , or 1 . 20 dlrs a share , down from the prior year ' s 42 . 7 mln dlrs , or 2 . 25 dlrs a share ."
1181,"The 110 - year - old apparel manufacturer recently posted first - quarter earnings of 54 cts a share , up from 40 cts a year ago ."
1182,Meinert told shareholders Hartmarx has no plans to sell any of its divisions .
1183,"He added , "" We have the financial capacity to take advantage of acquisitions ."""
